Title,Property Type,Location,Bedrooms_Num,Bathrooms_Num,Size_SQM,Amenities,Surroundings,Price_Numeric,Price_Millions,Price_per_SQM,Amenity_Count,Month,Year,URL
4 Bed House with En Suite at Riabai Road,House,Kiambu,4,4.0,320.0,"En Suite, Fibre Internet, Serviced, Balcony, CCTV, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Hospital, School, Shopping Centre",29000000.0,29.0,90625.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-town-3912862
5 Bed Villa with En Suite in Lavington,Villa,Lavington,5,6.0,1011.715,"Walk In Closet, Alarm, Backup Generator, En Suite, Fibre Internet, Gym, Balcony, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",235000000.0,235.0,232278.85323435947,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3915118
3 Bed House with En Suite in Ngong,House,Ngong,3,3.0,163.0,"Alarm, En Suite, Fibre Internet, Parking, Garden, Gated Community, Staff Quarters","Hospital, Bus Stop, Shopping Centre, School",9000000.0,9.0,55214.72392638037,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3914972
4 Bed Townhouse with En Suite in Kitengela,Townhouse,Kitengela,4,4.0,508.0,"Alarm, En Suite, Fibre Internet, Parking, Garden, Gated Community","Bus Stop, Shopping Centre",12500000.0,12.5,24606.299212598424,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitengela-3914922
4 Bed Townhouse with En Suite in Kitengela,Townhouse,Kitengela,4,4.0,208.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Hospital, School",16000000.0,16.0,76923.07692307692,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitengela-3914905
5 Bed Villa with En Suite in Kyuna,Villa,Kyuna,5,6.0,743.224,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",131000000.0,131.0,176259.10896311206,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kyuna-3914886
3 Bed House with Staff Quarters in Kitengela,House,Kitengela,3,3.0,240.0,"Fibre Internet, Alarm, Parking, Electric Fence, Garden, Staff Quarters","Bus Stop, Shopping Centre, School, Hospital",11000000.0,11.0,45833.333333333336,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3914881
6 Bed Townhouse with En Suite in Karen,Townhouse,Karen,6,6.0,500.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",130000000.0,130.0,260000.0,0,12,2025,https://www.buyrentkenya.com/listings/furnished-6-bedroom-townhouse-for-sale-karen-3877806
1 Bed Villa with Swimming Pool at Vihiga Road,Villa,Kileleshwa,1,1.0,64.0,"Alarm, Backup Generator, Fibre Internet, Balcony, Gym, BBQ, Parking, CCTV, Swimming Pool, Borehole, Garden, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",6300000.0,6.3,98437.5,0,2,2026,https://www.buyrentkenya.com/listings/1-bedroom-villa-for-sale-kileleshwa-3914470
6 Bed House with En Suite in Thika,House,Thika,6,7.0,1011.715,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",55000000.0,55.0,54363.13586336073,0,11,2025,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-thika-3873683
4 Bed House with En Suite in Kiambu Town,House,Kiambu,4,5.0,350.0,"Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Golf Course, Hospital, Scenic View, School, Shopping Centre",34500000.0,34.5,98571.42857142857,0,7,2024,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-town-3710691
4 Bed House with En Suite at Mugutha,House,Ruiru,4,4.0,150.0,"En Suite, CCTV, Gated Community, Parking, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",14800000.0,14.8,98666.66666666667,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3914221
5 Bed Townhouse with En Suite at Thika Greens,Townhouse,Thika,5,5.0,1294.9952,En Suite,,55000000.0,55.0,42471.19989325057,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-thika-3914172
5 Bed Townhouse with En Suite at Rhapta Road,Townhouse,Westlands,5,5.0,464.515,"En Suite, Fibre Internet, Kids Play Area, Parking, Balcony, Gated Community, Garden, Wheelchair Access, Staff Quarters","Bus Stop, Hospital, Scenic View, School, Shopping Centre",42000000.0,42.0,90416.8864299323,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3914144
4 Bed Townhouse with Swimming Pool in Runda,Townhouse,Runda,4,5.0,450.0,"Backup Generator, Swimming Pool, Gated Community, Garden",,60000000.0,60.0,133333.33333333334,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-3912584
5 Bed House with Garden in Kiambu Road,House,Kiambu Road,5,,1214.058,"Gated Community, Garden",,107000000.0,107.0,88134.17480878178,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kiambu-road-3913518
6 Bed Villa with En Suite in Lavington,Villa,Lavington,6,,605.0,"Aircon, Serviced, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Alarm, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Swimming Pool, Electric Fence, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, Scenic View, School, Golf Course",100000000.0,100.0,165289.2561983471,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3914036
5 Bed Villa with En Suite in Riverside,Villa,Riverside,5,6.0,700.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Wheelchair Access, Gated Community, Borehole, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",125000000.0,125.0,178571.42857142858,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-riverside-3913779
3 Bed House with En Suite in Ruiru,House,Ruiru,3,3.0,150.0,"En Suite, Fibre Internet, Walk In Closet, CCTV, Borehole, Garden, Gated Community, Parking","Hospital, School, Shopping Centre",14500000.0,14.5,96666.66666666667,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3913738
5 Bed House with En Suite at Runda,House,Runda,5,6.0,75.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Serviced, Walk In Closet, Balcony, CCTV, Gym, Swimming Pool, Wheelchair Access, Gated Community, Electric Fence, Garden, Parking, Kids Play Area","Hospital, Scenic View, School, Shopping Centre",185000000.0,185.0,2466666.6666666665,0,2,2026,https://www.buyrentkenya.com/listings/furnished-5-bedroom-house-for-sale-runda-3913698
4 Bed House with En Suite in Athi River,House,Athi River,4,4.0,162.58025,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",14000000.0,14.0,86111.32040945932,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-athi-river-area-3913643
5 Bed Villa with En Suite at Grevillea Groove,Villa,Brookside,5,5.0,817.5464,"Backup Generator, En Suite, Parking, Garden","Hospital, Scenic View, School",161000000.0,161.0,196930.71855004193,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-brookside-3913618
5 Bed Townhouse with En Suite in Riverside,Townhouse,Riverside,5,5.0,659.0,"En Suite, Fibre Internet, Walk In Closet, Alarm, Electric Fence, Borehole, Garden, Staff Quarters, Parking, Swimming Pool, Gated Community, Wheelchair Access","Hospital, Scenic View, School, Shopping Centre",53000000.0,53.0,80424.88619119879,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-riverside-3911515
5 Bed House with En Suite in Ngong,House,Ngong,5,6.0,416.0,"En Suite, Garden, Parking, Staff Quarters, Wheelchair Access, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",35000000.0,35.0,84134.61538461539,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ngong-3913394
4 Bed Villa with En Suite in Ruiru,Villa,Ruiru,4,6.0,320.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",26000000.0,26.0,81250.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ruiru-3913364
4 Bed Villa with En Suite at Kiambu Road,Villa,Runda,4,4.0,270.0,"Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden, Gated Community","Bus Stop, Shopping Centre, Hospital, Scenic View, School",65000000.0,65.0,240740.74074074073,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-runda-3913074
4 Bed House with Garden in Runda,House,Runda,4,,450.0,"Service Charge Included, Backup Generator, Garden, Gated Community, Electric Fence, CCTV, Balcony, Parking","Bus Stop, Shopping Centre, Hospital, School",110000000.0,110.0,244444.44444444444,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3911907
6 Bed Townhouse with En Suite at Lavington Triplex,Townhouse,Lavington,6,6.0,852.756637,"Aircon, En Suite, Fibre Internet, Alarm, Balcony, Gym, Kids Play Area, Parking, CCTV, Wheelchair Access, Gated Community, Staff Quarters, Garden","Bus Stop, Hospital, Scenic View, School, Shopping Centre",85000000.0,85.0,99676.73813601758,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-3912608
4 Bed Townhouse with En Suite at Spring Valley,Townhouse,Spring Valley,4,4.0,325.1605,"En Suite, Fibre Internet, Alarm, Aircon, Kids Play Area, Parking, Balcony, Gated Community, Wheelchair Access, Swimming Pool","Bus Stop, Hospital, Scenic View, School, Shopping Centre",80000000.0,80.0,246032.34402702664,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-spring-valley-3912388
4 Bed Townhouse with En Suite at Lavington Green,Townhouse,Lavington,4,5.0,450.0,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Wheelchair Access, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony","Shopping Centre, School, Hospital, Bus Stop",168000000.0,168.0,373333.3333333333,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3912199
5 Bed Townhouse with En Suite at Lavington Green,Townhouse,Lavington,5,6.0,1011.715,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Wheelchair Access, Staff Quarters, Parking, Swimming Pool, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony","Shopping Centre, School, Hospital, Bus Stop",230000000.0,230.0,227336.74997405396,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3912185
4 Bed House with En Suite in Ruiru,House,Ruiru,4,5.0,160.0,"Alarm, En Suite, Fibre Internet, Service Charge Included, Electric Fence, Garden, Gated Community, Staff Quarters, Parking, Kids Play Area","Bus Stop, Shopping Centre, Hospital, School",14500000.0,14.5,90625.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3912002
5 Bed Townhouse in Runda,Townhouse,Runda,5,6.0,500.0,,,140000000.0,140.0,280000.0,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3911908
4 Bed Townhouse with En Suite at Tigoni - Limuru,Townhouse,Tigoni,4,5.0,223.0,"Alarm, En Suite, Serviced, Balcony, Borehole, Gated Community, Staff Quarters, Kids Play Area, Garden, Parking","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",24000000.0,24.0,107623.31838565023,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-tigoni-3911972
5 Bed Villa with En Suite at Lavington,Villa,Lavington,5,6.0,476.0,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Gated Community, Kids Play Area","Bus Stop, Scenic View, School, Shopping Centre",100000000.0,100.0,210084.03361344538,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3911939
6 Bed House with En Suite at Karen - Hardy,House,Karen Hardy,6,8.0,505.0,"Alarm, En Suite, Walk In Closet, Balcony, Garden, Parking, Staff Quarters, Gated Community","Golf Course, Scenic View, School, Shopping Centre",68000000.0,68.0,134653.46534653465,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-hardy-3911891
5 Bed House with En Suite at Karen,House,Karen,5,5.0,450.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, Electric Fence, CCTV, Borehole, Garden, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Swimming Pool","Bus Stop, Golf Course, Hospital, School, Sea View, Shopping Centre, Scenic View",100000000.0,100.0,222222.22222222222,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3911874
5 Bed Townhouse with En Suite at Jacaranda Avenue,Townhouse,Lavington,5,5.0,594.5792,"En Suite, Fibre Internet, Aircon, Alarm, Kids Play Area, Parking, Balcony, Gated Community, Wheelchair Access, Gym, Staff Quarters, Garden, Borehole","Bus Stop, School, Scenic View, Hospital, Shopping Centre",160000000.0,160.0,269097.8762795604,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3911732
4 Bed Townhouse with En Suite in Ruiru,Townhouse,Ruiru,4,4.0,223.0,"Aircon, Fibre Internet, En Suite, Walk In Closet, Serviced, Balcony, Kids Play Area, Parking, Staff Quarters, CCTV, Garden, Gated Community, Electric Fence","Bus Stop, Shopping Centre, Hospital, School",22000000.0,22.0,98654.70852017937,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ruiru-3911568
3 Bed House with En Suite at Fourways Junction Estate,House,Kiambu Road,3,2.0,480.0,"En Suite, Fibre Internet, Balcony, Wheelchair Access, Garden, Electric Fence, Borehole, Parking, Staff Quarters, Kids Play Area, Gym, CCTV, Swimming Pool, Gated Community","Scenic View, Hospital, Golf Course, Bus Stop, Shopping Centre, School",27000000.0,27.0,56250.0,0,9,2019,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-3411705
4 Bed House with Garden at Garden Estate,House,Kiambu Road,4,5.0,365.0,"Gated Community, Garden",,56000000.0,56.0,153424.65753424657,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3911534
4 Bed Townhouse with En Suite in Ruiru,Townhouse,Ruiru,4,4.0,168.0,"Fibre Internet, En Suite, Serviced, Walk In Closet, Kids Play Area, Parking, Staff Quarters, CCTV, Gated Community, Garden","School, Hospital, Shopping Centre, Bus Stop",18500000.0,18.5,110119.04761904762,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ruiru-3911506
5 Bed House with En Suite in Runda,House,Runda,5,6.0,929.0,"En Suite, Gated Community, Garden",,250000000.0,250.0,269106.5662002153,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3911422
3 Bed House with En Suite in Ruiru,House,Ruiru,3,3.0,162.0,"Aircon, Serviced, En Suite, Fibre Internet, Walk In Closet, Kids Play Area, Parking, CCTV, Electric Fence, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, School",13000000.0,13.0,80246.91358024691,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3911386
6 Bed Villa with En Suite in Lavington,Villa,Lavington,6,7.0,467.0,"Aircon, Alarm, Backup Generator, En Suite, Balcony, BBQ, CCTV, Electric Fence, Borehole, Staff Quarters, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",80000000.0,80.0,171306.20985010706,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3911202
4 Bed House with En Suite in Kiambu Road,House,Kiambu Road,4,4.0,280.0,"Walk In Closet, En Suite, Fibre Internet, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, School",43000000.0,43.0,153571.42857142858,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3911040
4 Bed House with En Suite in Kiambu Road,House,Kiambu Road,4,4.0,205.0,"Walk In Closet, En Suite, Fibre Internet, Gated Community, Wheelchair Access, Borehole, Electric Fence, Parking","Shopping Centre, Bus Stop, Hospital, School",19500000.0,19.5,95121.9512195122,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3911030
5 Bed House with En Suite in Runda,House,Runda,5,5.0,929.0,"Fibre Internet, En Suite, Walk In Closet, Backup Generator, Alarm, Garden, Electric Fence, Staff Quarters, Parking, Balcony, Kids Play Area","Bus Stop, Shopping Centre, Hospital, School",230000000.0,230.0,247578.04090419807,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3911027
4 Bed Villa with En Suite in Ruiru,Villa,Ruiru,4,5.0,190.0,"En Suite, Alarm, Service Charge Included, Electric Fence, Garden, Gated Community, Staff Quarters, Parking, Kids Play Area","Bus Stop, Shopping Centre, Hospital, School",14500000.0,14.5,76315.78947368421,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ruiru-3910952
3 Bed House with En Suite at Milimani,House,Kitengela,3,3.0,198.0,"Alarm, En Suite, Fibre Internet, Parking, Garden, Gated Community","Bus Stop, Shopping Centre, Hospital, School",6950000.0,6.95,35101.0101010101,0,11,2025,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3868106
4 Bed Townhouse with En Suite in Ongata Rongai,Townhouse,Ongata Rongai,4,4.0,168.0,"Serviced, Aircon, En Suite, Fibre Internet, Kids Play Area, Gym, Parking, Staff Quarters, Gated Community, Garden, CCTV","Bus Stop, Shopping Centre, School, Hospital",15000000.0,15.0,89285.71428571429,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ongata-rongai-3910809
4 Bed House with En Suite in Ruiru,House,Ruiru,4,4.0,150.0,"Aircon, Serviced, En Suite, Kids Play Area, Parking, Staff Quarters, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, School",16000000.0,16.0,106666.66666666667,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3910789
6 Bed House with En Suite in Gikambura,House,Gikambura,6,6.0,505.8575,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Garden, Parking, Gym, Swimming Pool, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",25000000.0,25.0,49421.03260305521,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-gikambura-3910683
8 Bed Villa with En Suite at Kiambu Road,Villa,Kiambu Road,8,8.0,418.0,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",59000000.0,59.0,141148.32535885167,0,1,2026,https://www.buyrentkenya.com/listings/8-bedroom-villa-for-sale-kiambu-road-3888646
4 Bed House with En Suite in Membley,House,Membley,4,5.0,310.0,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",25000000.0,25.0,80645.16129032258,0,1,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-membley-3889332
4 Bed Villa with En Suite at Muhuri Road,Villa,Dagoretti Corner,4,5.0,360.0,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",25000000.0,25.0,69444.44444444444,0,1,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-dagoretti-corner-3898603
4 Bed House with En Suite at Muhuri Road,House,Waiyaki Way,4,5.0,300.0,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",25000000.0,25.0,83333.33333333333,0,1,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-waiyaki-way-3905871
4 Bed House with En Suite at Ngong Kibiko,House,Ngong,4,5.0,500.0,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Gym, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",15000000.0,15.0,30000.0,0,1,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-3906029
3 Bed House with En Suite at Ngong Matasia,House,Ngong,3,3.0,163.0,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",9500000.0,9.5,58282.20858895705,0,1,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3906070
5 Bed Townhouse with En Suite at Lavington,Townhouse,Lavington,5,5.0,594.5792,"En Suite, Fibre Internet, Garden, Wheelchair Access, Gated Community, Balcony, Kids Play Area, Parking, Borehole, Gym","Bus Stop, Hospital, Scenic View, School, Shopping Centre",160000000.0,160.0,269097.8762795604,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3910582
2 Bed House with En Suite in Syokimau,House,Syokimau,2,2.0,110.0,"Alarm, Backup Generator, En Suite, Fibre Internet, BBQ, Parking, Staff Quarters, Balcony, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",8700000.0,8.7,79090.90909090909,0,2,2026,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-syokimau-3910254
4 Bed Townhouse with Swimming Pool in Membley,Townhouse,Membley,4,5.0,320.0,"Swimming Pool, Gated Community, Garden",,33000000.0,33.0,103125.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-membley-3909855
2 Bed Townhouse in Riverside,Townhouse,Riverside,2,,250.8381,,,30521661.0,30.521661,121678.7282314768,0,1,2026,https://www.buyrentkenya.com/listings/2-bedroom-townhouse-for-sale-riverside-3905378
5 Bed Townhouse with En Suite at Lower Kabete Rd,Townhouse,Lower Kabete,5,6.0,450.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Borehole, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Gym","Bus Stop, Hospital, School, Shopping Centre",110000000.0,110.0,244444.44444444444,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lower-kabete-3909883
5 Bed Townhouse with En Suite at Riverside Drive,Townhouse,Riverside,5,5.0,659.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre, Sea View",48000000.0,48.0,72837.63277693476,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-riverside-3909791
4 Bed House with En Suite at Rimpa Road,House,Ongata Rongai,4,3.0,505.8575,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",8500000.0,8.5,16803.15108503877,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ongata-rongai-3909732
5 Bed Villa with En Suite in Lower Kabete,Villa,Lower Kabete,5,7.0,46.4515,"Aircon, Alarm, Serviced, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Wheelchair Access, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",165000000.0,165.0,3552091.9668901972,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lower-kabete-3909639
3 Bed House with En Suite in Ridgeways,House,Ridgeways,3,3.0,505.0,"Walk In Closet, Service Charge Included, Serviced, Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Kids Play Area, Gym, Parking, Staff Quarters, CCTV, Balcony, BBQ, Swimming Pool, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Shopping Centre, Bus Stop, Golf Course, Hospital, Scenic View, School",70000000.0,70.0,138613.86138613863,0,12,2025,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ridgeways-3883497
4 Bed Townhouse with En Suite in Kiambu Road,Townhouse,Kiambu Road,4,3.0,350.0,"Walk In Closet, Service Charge Included, Serviced, Alarm, Aircon, Backup Generator, En Suite, Fibre Internet, Kids Play Area, Balcony, Parking, BBQ, Staff Quarters, CCTV, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Shopping Centre, Bus Stop, Golf Course, Hospital, Scenic View, School",65000000.0,65.0,185714.2857142857,0,1,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3889366
