Title,Property Type,Price,Location,Bedrooms,Bathrooms,Size,Amenities,Surroundings,Created At
5 Bed Townhouse with En Suite at Lavington Rd,Townhouse,"KSh 50,000,000",Lavington,5 Bedrooms,6 Bathrooms,349 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",19 September 2025
1 Bed Townhouse with Swimming Pool at Kilimani Road,Townhouse,"KSh 5,000,000",Kilimani,1 Bedrooms,1 Bathrooms,5229 sqm,"Backup Generator, Alarm, Fibre Internet, CCTV, Electric Fence, Borehole, Wheelchair Access, Swimming Pool, Kids Play Area, Parking, Balcony, Gym","Bus Stop, Shopping Centre, Hospital, Scenic View, School",10 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 86,000,000",Lavington,5 Bedrooms,5 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Garden, Borehole","Bus Stop, Hospital, Shopping Centre, School",10 February 2026
5 Bed Townhouse with En Suite in Kileleshwa,Townhouse,"KSh 72,500,000",Kileleshwa,5 Bedrooms,6 Bathrooms,0.75 acre,"Alarm, Backup Generator, Fibre Internet, En Suite, Walk In Closet, Balcony, Gym, Kids Play Area, Parking, BBQ, Staff Quarters, CCTV, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",10 February 2026
4 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 60,000,000",Lavington,4 Bedrooms,5 Bathrooms,N/A,"Walk In Closet, En Suite, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community","Shopping Centre, School",07 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 100,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Alarm, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Borehole, Garden, Gated Community, Staff Quarters","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",10 February 2026
5 Bed House with En Suite at Hs103,House,"KSh 29,500,000","Nyali Area, Nyali",5 Bedrooms,5 Bathrooms,0.7 acre,"Backup Generator, En Suite, Walk In Closet, Balcony, Parking, Staff Quarters, Swimming Pool, Kids Play Area, CCTV","Bus Stop, Shopping Centre, Hospital, School, Scenic View",10 February 2026
10 Bed House with En Suite in Karen,House,"KSh 235,000,000",Karen,10 Bedrooms,10 Bathrooms,929 sqm,"En Suite, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Swimming Pool, Gated Community","Bus Stop, Golf Course, Hospital, School, Shopping Centre",10 February 2026
3 Bed House with Garden in Kilimani,House,"KSh 30,000,000",Kilimani,3 Bedrooms,2 Bathrooms,222 sqm,"Garden, Parking, Gated Community","Bus Stop, Golf Course, Hospital, School, Shopping Centre",10 February 2026
4 Bed Villa with En Suite in Kiambu Road,Villa,"KSh 47,000,000",Kiambu Road,4 Bedrooms,5 Bathrooms,1/8 acre,"En Suite, CCTV, Electric Fence, Kids Play Area, Parking, Staff Quarters, Borehole, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, Scenic View, School",21 January 2026
4 Bed Villa with En Suite at Ndege Road,Villa,"KSh 180,000,000",Karen,4 Bedrooms,6 Bathrooms,638 sqm,"En Suite, Walk In Closet, Balcony, Parking, Staff Quarters, Swimming Pool, Borehole, Garden, Gated Community, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",28 January 2026
4 Bed Townhouse with En Suite at Redhill,Townhouse,"KSh 45,000,000",Redhill,4 Bedrooms,6 Bathrooms,0.25 acre,"Alarm, En Suite, Serviced, Balcony, Borehole, Garden, Kids Play Area, Parking, Staff Quarters, Gated Community","Bus Stop, Golf Course, Scenic View, School, Shopping Centre",10 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 155,000,000",Lavington,5 Bedrooms,6 Bathrooms,543 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden, Kids Play Area","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",30 January 2026
4 Bed House with En Suite at Hs99,House,"KSh 50,000,000","Nyali Area, Nyali",4 Bedrooms,4 Bathrooms,1/2 acre,"Backup Generator, En Suite, Balcony, BBQ, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Hospital, School, Golf Course, Shopping Centre",10 February 2026
3 Bed House with Garden in Spring Valley,House,"KSh 100,000,000","Spring Valley, Westlands",3 Bedrooms,3 Bathrooms,N/A,"Garden, Parking","Hospital, School, Shopping Centre",10 February 2026
4 Bed House in Parklands,House,"KSh 21,000,000","Parklands, Westlands",4 Bedrooms,3 Bathrooms,2500 sqm,"Balcony, Parking","Hospital, School, Shopping Centre",10 February 2026
4 Bed House with En Suite at Loresho Crescent,House,"KSh 82,000,000","Loresho, Westlands",4 Bedrooms,3 Bathrooms,0.5 acre,"Walk In Closet, En Suite, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Garden, Electric Fence, CCTV, BBQ, Balcony","Shopping Centre, School, Hospital, Bus Stop",10 February 2026
6 Bed House with En Suite in Thigiri,House,"KSh 200,000,000","Thigiri, Westlands",6 Bedrooms,N/A,1 acre,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Electric Fence, CCTV, BBQ, Kids Play Area, Staff Quarters, Parking, Garden","Shopping Centre, School, Scenic View",09 February 2026
5 Bed House with En Suite in Runda,House,"KSh 115,000,000","Runda, Westlands",5 Bedrooms,6 Bathrooms,N/A,"En Suite, Electric Fence, Parking",,03 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 75,000,000",Lavington,5 Bedrooms,5 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",09 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 110,000,000",Lavington,5 Bedrooms,6 Bathrooms,1.69 acre,"Backup Generator, En Suite, Walk In Closet, Alarm, Balcony, BBQ, Electric Fence, Garden, Wheelchair Access, Staff Quarters, Parking","Hospital, Scenic View, School, Shopping Centre",09 February 2026
5 Bed Villa with Swimming Pool in Kikuyu Town,Villa,"KSh 22,000,000","Kikuyu Town, Kikuyu",5 Bedrooms,N/A,1.5 acre,"Fibre Internet, Backup Generator, Parking, CCTV, Gym, Kids Play Area, Swimming Pool, Borehole, Garden, Gated Community","Shopping Centre, Bus Stop, Hospital, Scenic View, School",09 February 2026
5 Bed Villa with En Suite in Brookside,Villa,"KSh 60,000,000","Brookside, Westlands",5 Bedrooms,4 Bathrooms,270 sqm,"En Suite, Backup Generator, Alarm, Balcony, Parking, Staff Quarters, Garden, Gated Community","Bus Stop, Hospital, Golf Course, Shopping Centre, School",06 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 85,000,000",Lavington,5 Bedrooms,6 Bathrooms,1/4 acre,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, BBQ, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, School, Shopping Centre",09 February 2026
5 Bed Villa with En Suite in Karen,Villa,"KSh 160,000,000",Karen,5 Bedrooms,6 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, Parking, BBQ, CCTV, Staff Quarters, Swimming Pool, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden, Kids Play Area","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",09 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 160,000,000",Lavington,5 Bedrooms,6 Bathrooms,700 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, CCTV, BBQ, Balcony, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",09 February 2026
4 Bed Villa with En Suite in Runda,Villa,"KSh 52,000,000","Runda, Westlands",4 Bedrooms,6 Bathrooms,120–200 sqm,"Aircon, Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",09 February 2026
3 Bed House with En Suite in Juja,House,"KSh 7,800,000",Juja,3 Bedrooms,4 Bathrooms,192 sqm,"Alarm, Backup Generator, Serviced, Walk In Closet, En Suite, Fibre Internet, Parking, Kids Play Area, CCTV, Staff Quarters, Electric Fence, Wheelchair Access, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Hospital, Scenic View, School",26 September 2024
5 Bed House with En Suite in Lower Kabete,House,"KSh 110,000,000","Lower Kabete, Westlands",5 Bedrooms,5 Bathrooms,0.5 acre,"Backup Generator, En Suite, CCTV, Electric Fence, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community","Bus Stop, Scenic View, School",09 February 2026
7 Bed House with En Suite at Nyari,House,"KSh 230,000,000","Nyari, Westlands",7 Bedrooms,7 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, Kids Play Area, Parking, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Garden, Gated Community, CCTV","Bus Stop, Shopping Centre, Hospital, Scenic View, School",06 February 2026
4 Bed Townhouse with En Suite at Ineza,Townhouse,"KSh 42,000,000","Runda, Westlands",4 Bedrooms,3 Bathrooms,348 sqm,"Alarm, Service Charge Included, Backup Generator, Walk In Closet, Fibre Internet, En Suite, Balcony, Kids Play Area, Gym, Parking, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters","Bus Stop, Scenic View, School, Hospital, Shopping Centre",06 February 2026
4 Bed Townhouse with En Suite at Kiambu Road,Townhouse,"KSh 28,000,000",Kiambu Road,4 Bedrooms,4 Bathrooms,N/A,"Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Swimming Pool, Gated Community, Garden","Scenic View, Hospital, School, Bus Stop, Shopping Centre",07 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 130,000,000",Lavington,5 Bedrooms,6 Bathrooms,475 sqm,"Backup Generator, En Suite, Staff Quarters, Parking, Garden, Electric Fence, Balcony","Shopping Centre, School, Hospital, Bus Stop",09 February 2026
4 Bed Villa with En Suite at Kilimani,Villa,"KSh 50,000,000",Kilimani,4 Bedrooms,6 Bathrooms,418 sqm,"Alarm, Service Charge Included, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Kids Play Area, Parking, BBQ, Staff Quarters, CCTV, Electric Fence, Swimming Pool, Borehole, Gated Community, Garden","Bus Stop, Hospital, Scenic View, School, Shopping Centre",06 February 2026
5 Bed Villa with En Suite in Karen,Villa,"KSh 175,500,000",Karen,5 Bedrooms,7 Bathrooms,638.4 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Garden, Parking, Staff Quarters, Swimming Pool, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",25 July 2025
5 Bed Townhouse with En Suite in Nyali Area,Townhouse,"KSh 29,500,000","Nyali Area, Nyali",5 Bedrooms,5 Bathrooms,4350 sq ft,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Swimming Pool, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",09 February 2026
4 Bed Townhouse with En Suite at Kamiti Road,Townhouse,"KSh 25,000,000",Ruiru,4 Bedrooms,4 Bathrooms,252 sqm,"Aircon, Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, Parking, Gym, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Garden, Wheelchair Access, CCTV","Bus Stop, Shopping Centre, Hospital, Scenic View, School",09 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 110,000,000",Lavington,5 Bedrooms,6 Bathrooms,476.38 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Serviced, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",07 February 2026
4 Bed House with Staff Quarters in Gigiri,House,"KSh 150,000,000","Gigiri, Westlands",4 Bedrooms,N/A,518 sqm,"Walk In Closet, Fibre Internet, Alarm, Kids Play Area, Gated Community, Staff Quarters, Parking, Garden, Borehole, Electric Fence, Balcony, BBQ","Shopping Centre, School, Scenic View",08 February 2026
4 Bed Townhouse with En Suite at Dennis Pritt,Townhouse,"KSh 53,000,000",Kilimani,4 Bedrooms,3 Bathrooms,N/A,"Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, BBQ, Parking, Staff Quarters, CCTV, Electric Fence, Garden, Gated Community","School, Scenic View, Hospital, Bus Stop, Shopping Centre",08 February 2026
5 Bed House with En Suite at Runda,House,"KSh 350,000,000","Runda, Westlands",5 Bedrooms,5 Bathrooms,0.6 acre,"Serviced, Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Backup Generator, Balcony, Gym, Kids Play Area, BBQ, Parking, CCTV, Electric Fence, Staff Quarters, Wheelchair Access, Borehole, Garden, Gated Community, Swimming Pool","Golf Course, Hospital, Scenic View, School, Shopping Centre, Bus Stop",08 February 2026
5 Bed Townhouse with En Suite in Ruiru,Townhouse,"KSh 43,780,000",Ruiru,5 Bedrooms,5 Bathrooms,25 acre,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Golf Course, Bus Stop, Hospital, Scenic View, School, Shopping Centre",08 February 2026
4 Bed Townhouse with En Suite at Northlands City,Townhouse,"KSh 35,780,000",Ruiru,4 Bedrooms,4 Bathrooms,25 acre,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",08 February 2026
3 Bed Townhouse with En Suite at Northlands City,Townhouse,"KSh 25,480,000",Ruiru,3 Bedrooms,3 Bathrooms,25 acre,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",08 February 2026
3 Bed House with En Suite at Samat Estate,House,"KSh 45,000,000",Nanyuki,3 Bedrooms,2 Bathrooms,1.5 acre,"En Suite, Fibre Internet, Serviced, Garden, Parking, Staff Quarters, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",08 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 70,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Swimming Pool, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",08 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 85,000,000",Lavington,5 Bedrooms,6 Bathrooms,485 sqm,"Backup Generator, Alarm, En Suite, Fibre Internet, Walk In Closet, Gym, Kids Play Area, BBQ, Balcony, Parking, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden, CCTV","Bus Stop, Golf Course, Shopping Centre, Hospital, Scenic View, School",08 February 2026
4 Bed House with En Suite in Karen,House,"KSh 100,000,000",Karen,4 Bedrooms,4 Bathrooms,435 sqm,"En Suite, Fibre Internet, Walk In Closet, Alarm, Electric Fence, CCTV, Staff Quarters, Parking, Swimming Pool, Wheelchair Access, Gated Community, Garden, Kids Play Area",,08 February 2026
5 Bed House with En Suite at Kitengela - Kisaju,House,"KSh 8,000,000",Kitengela,5 Bedrooms,5 Bathrooms,198 sqm,"Alarm, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, CCTV, Electric Fence, Garden","Bus Stop, Hospital, Scenic View, School, Shopping Centre",08 February 2026
4 Bed House with En Suite at Nkoroi,House,"KSh 11,500,000",Ongata Rongai,4 Bedrooms,3 Bathrooms,506 sqm,"En Suite, Fibre Internet, Walk In Closet, Serviced, Balcony, BBQ, CCTV, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",07 February 2026
5 Bed Townhouse with En Suite at Off James Gichuru Rd,Townhouse,"KSh 80,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Backup Generator, En Suite, CCTV, Staff Quarters, Electric Fence, Garden, Gated Community, Parking","Shopping Centre, Hospital, School, Golf Course",07 February 2026
4 Bed Townhouse with En Suite at Karen,Townhouse,"KSh 300,000",Karen,4 Bedrooms,4 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",03 February 2026
5 Bed Villa with En Suite at Lavington,Villa,"KSh 80,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",07 February 2026
4 Bed House with En Suite at Riabai Road,House,"KSh 29,000,000",Kiambu Town,4 Bedrooms,4 Bathrooms,320 sqm,"En Suite, Fibre Internet, Serviced, Balcony, CCTV, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Hospital, School, Shopping Centre",05 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 75,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Kids Play Area, Gym, Balcony, BBQ, Parking, Staff Quarters, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",07 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 235,000,000",Lavington,5 Bedrooms,6 Bathrooms,0.25 acre,"Walk In Closet, Alarm, Backup Generator, En Suite, Fibre Internet, Gym, Balcony, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",07 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 110,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Alarm, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",07 February 2026
5 Bed Townhouse with En Suite at Lavington,Townhouse,"KSh 85,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Hospital, School, Shopping Centre",07 February 2026
4 Bed House with En Suite at Nkoroi,House,"KSh 13,000,000",Ongata Rongai,4 Bedrooms,4 Bathrooms,N/A,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, Borehole, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",07 February 2026
3 Bed House with En Suite in Ngong,House,"KSh 9,000,000",Ngong,3 Bedrooms,3 Bathrooms,163 sqm,"Alarm, En Suite, Fibre Internet, Parking, Garden, Gated Community, Staff Quarters","Hospital, Bus Stop, Shopping Centre, School",07 February 2026
4 Bed Townhouse with En Suite in Kitengela,Townhouse,"KSh 12,500,000",Kitengela,4 Bedrooms,4 Bathrooms,508 sqm,"Alarm, En Suite, Fibre Internet, Parking, Garden, Gated Community","Bus Stop, Shopping Centre",07 February 2026
4 Bed Townhouse with En Suite in Kitengela,Townhouse,"KSh 16,000,000",Kitengela,4 Bedrooms,4 Bathrooms,208 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Hospital, School",07 February 2026
4 Bed Townhouse with En Suite in Kitengela,Townhouse,"KSh 20,000,000",Kitengela,4 Bedrooms,4 Bathrooms,N/A,"Alarm, En Suite, Fibre Internet, Walk In Closet, Parking, CCTV, Electric Fence, Garden, Gated Community, Staff Quarters, Balcony","Bus Stop, Shopping Centre, Hospital, School",07 February 2026
5 Bed Villa with En Suite in Kyuna,Villa,"KSh 131,000,000","Kyuna, Westlands",5 Bedrooms,6 Bathrooms,8000 sq ft,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",07 February 2026
3 Bed House with Staff Quarters in Kitengela,House,"KSh 11,000,000",Kitengela,3 Bedrooms,3 Bathrooms,240 sqm,"Fibre Internet, Alarm, Parking, Electric Fence, Garden, Staff Quarters","Bus Stop, Shopping Centre, School, Hospital",07 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 220,000,000",Lavington,5 Bedrooms,5 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",07 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 110,000,000",Lavington,5 Bedrooms,6 Bathrooms,630 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Serviced, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area","Shopping Centre, Bus Stop, Golf Course, Hospital, Scenic View, School",06 February 2026
4 Bed Villa with En Suite in Lavington,Villa,"KSh 83,000,000",Lavington,4 Bedrooms,5 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Walk In Closet, Fibre Internet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",07 February 2026
5 Bed House with En Suite in Runda,House,"KSh 109,000,000","Runda, Westlands",5 Bedrooms,5 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",07 February 2026
6 Bed Townhouse with En Suite in Karen,Townhouse,"KSh 130,000,000",Karen,6 Bedrooms,6 Bathrooms,500 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",04 December 2025
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 159,000,000",Lavington,5 Bedrooms,6 Bathrooms,1 acre,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Kids Play Area, Gym, Balcony, BBQ, Parking, Staff Quarters, CCTV, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Shopping Centre, Bus Stop, Golf Course, Hospital, Scenic View, School",06 February 2026
4 Bed House with En Suite in Runda,House,"KSh 320,000,000","Runda, Westlands",4 Bedrooms,4 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, CCTV, Balcony, Electric Fence, Staff Quarters, Parking, Swimming Pool",,06 February 2026
5 Bed House with En Suite at Runda,House,"KSh 130,000,000","Runda, Westlands",5 Bedrooms,6 Bathrooms,N/A,"Alarm, Backup Generator, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Garden","Bus Stop, Hospital, Scenic View, School, Shopping Centre",06 February 2026
4 Bed Townhouse with En Suite at Runda Paradise,Townhouse,"KSh 34,000,000","Runda, Westlands",4 Bedrooms,4 Bathrooms,N/A,"Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Garden, Gated Community","Golf Course, Bus Stop, Hospital, Scenic View, School, Shopping Centre",06 February 2026
4 Bed Villa with En Suite in Watamu,Villa,"KSh 150,000,000",Watamu,4 Bedrooms,5 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Balcony, BBQ, Staff Quarters, Parking, Gym, Borehole, Garden, Swimming Pool, Gated Community","Scenic View, Sea View",05 February 2026
1 Bed Villa with Swimming Pool at Vihiga Road,Villa,"KSh 6,300,000",Kileleshwa,1 Bedrooms,1 Bathrooms,64 sqm,"Alarm, Backup Generator, Fibre Internet, Balcony, Gym, BBQ, Parking, CCTV, Swimming Pool, Borehole, Garden, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",06 February 2026
6 Bed House with En Suite in Thika,House,"KSh 55,000,000",Thika,6 Bedrooms,7 Bathrooms,1/4 acre,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",20 November 2025
